0.36
3.3
1.7
4.1
3.1
2.8
0.3
0.97
4.4
3.5
2.3
4.8
3.8
3
0.43
2.9
2.5
4.7
3.9
4.7
2.4
0.09
2.6
1.8
4
3.7
3.7
3
2.5
4.5
4.6
5.4
2.8
3.6
2.6
2.8
2.4
5.2
4.7
3.5
2.9
0.18
0.25
3.8
3.2
4.1
3.7
6.2
2.6
2.3
3.7
3.7
3.4
4
0.48
0.25
0.73
2.9
2.8
2.7
3.8
4.8
0.27
0.12
3.3
3.3
4.9
4.1
5
1.8
0.98
4.1
4.3
5.6
3.8
3.7
1.7
3.7
4
3.7
3.8
4
3.9
0.22
2.6
4.5
4.1
4.7
4.2
0.94
4.3
2.5
4.4
5.1
4.4
4.8
4.2
1.9
1.9
5.3
3.2
3.8
2
1.5
1.1
0.56
1.4
3.7
4.1
3
0.81
1.7
1.6
0.85
3.7
2.6
3.7
3.1
0.59
2.2
5
3.3
4.3
2.5
3.2
2
1.3
4.1
3.1
3.8
2.2
1.6
1.8
5.3
3.6
3.5
3.6
3.1
4.1
3.4
5
2
3.4
6.3
3.7
4.2
2
1.6
5.7
4.1
4.8
0.39
2.9
1.5
2.9
2.8
5
3.7
2.6
3.8
2.5
1.6
2.4
3.9
4.1
3.3
3.6
3.7
1.1
0.92
2.5
2
0.53
2.1
0.69
0.5
0.24
0.71
1.6
0.17
1.1
1
0.32
0.91
0.31
1.4
0.9
0.21
0.51
0.33
0.55
2.5
2.2
3.6
3.4
1.1
0.52
5.2
1.5
1.3
0.56
1.9
2.4
2.3
4
3.7
4.8
4.3
3.8
2.8
0.28
4.3
2.2
3.5
4.9
3.4
3.2
3.7
2.7
5.4
2.7
4.5
3.9
1
2.6
2.8
4.8
3.5
3.7
4.3
0.37
0.89
2.9
4
4.6
6.2
3.4
1.7
2.3
3.3
3.6
4
3
2.3
1.3
2.8
1
2
6.3
1.8
